Player,Birthdate,League,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Elo,Age,Rating,Potential
Jaime Mata,1988-10-24,LaLiga,Las Palmas,Right,Spain,Forwards,656,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.36,0.36,0.01,0.38,0.82,1.37,6.59,2.33,0.82,35.3,0.0,0.0,11.3,0.0,0.15,-0.36,-0.36,17.42,25.66,67.9,249.28,38.69,10.43,13.86,75.2,5.08,7.13,71.2,0.96,1.78,53.8,0.04,0.41,1.1,0.41,0.14,24.97,0.55,0.0,0.0,0.0,1.23,0.14,0.0,0.0,0.0,0.0,0.14,0.82,2.2,1.51,0.0,0.14,0.41,0.14,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,1.1,0.27,0.27,0.82,0.0,0.41,1.23,33.3,0.82,0.69,0.14,0.41,1.51,1.51,0.0,37.04,1.51,2.74,18.52,15.91,5.21,37.04,1.23,0.69,55.6,0.41,33.3,16.19,62.84,21.68,0.41,0.27,2.33,0.41,26.34,0.0,2.74,1.92,1.65,0.0,0.0,0.0,2.47,3.57,4.12,46.4,1564,37.0,63.56411411022729,63.56411411022729
Mamadou Sylla,1994-03-20,LaLiga,Valladolid,Right,Senegal,Forwards,1583,0.28,0.06,0.34,0.06,0.23,0.23,0.28,0.0,0.29,0.11,0.1,0.2,0.85,1.25,2.96,1.02,0.17,16.7,0.06,0.33,17.4,0.0,0.11,-0.01,-0.06,10.06,16.03,62.8,152.08,23.88,5.86,7.96,73.6,3.35,5.29,63.4,0.51,0.8,64.3,0.03,0.8,0.74,0.28,0.0,13.99,1.88,0.06,0.0,0.06,0.51,0.23,0.0,0.0,0.0,0.0,0.17,0.68,1.25,0.91,0.0,0.06,0.06,0.23,0.0,0.28,0.11,0.0,0.06,0.0,0.11,0.0,0.45,0.23,0.17,0.17,0.11,0.11,0.51,22.2,0.4,0.45,0.0,0.17,0.63,0.8,0.06,24.5,0.8,2.5,12.85,9.27,2.1,24.28,0.97,0.28,29.4,0.45,47.1,10.69,49.63,22.68,0.45,0.34,2.44,1.14,16.15,0.0,0.91,1.82,0.74,0.11,0.0,0.0,1.99,2.33,3.3,41.4,1467,31.0,67.67787244198418,67.67787244198418
Marcos André,1996-10-20,LaLiga,Valladolid,Right,Brazil,Forwards,1188,0.08,0.15,0.23,0.08,0.0,0.0,0.38,0.0,0.2,0.2,0.06,0.27,0.83,1.21,2.95,1.67,0.15,9.1,0.05,0.5,14.0,0.0,0.12,-0.13,-0.13,10.45,15.91,65.7,178.64,29.92,5.98,7.8,76.7,3.18,4.92,64.6,1.06,1.36,77.8,0.02,0.68,0.98,0.23,0.0,14.02,1.67,0.15,0.23,0.45,0.08,0.08,0.0,0.0,0.0,0.0,0.23,0.38,1.44,1.14,0.0,0.23,0.0,0.08,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.76,0.45,0.23,0.38,0.15,0.38,0.98,38.5,0.61,1.36,0.15,0.23,0.98,0.76,0.0,28.18,0.98,3.48,15.76,9.7,2.42,28.18,3.11,1.29,41.5,1.36,43.9,14.77,76.52,26.14,0.68,0.38,3.03,1.74,19.32,0.0,0.91,2.12,0.38,0.0,0.0,0.0,3.33,3.56,3.33,51.6,1467,29.0,67.84352057734782,67.84352057734782
Tolu Arokodare,2000-11-23,BelgianPro,Genk,Right,Nigeria,Forwards,2314,0.66,0.19,0.86,0.66,0.0,0.04,0.08,0.0,0.88,0.85,0.12,0.97,0.97,1.21,6.73,4.9,1.56,31.7,0.13,0.43,11.9,0.04,0.18,-0.22,-0.19,13.46,17.97,74.9,188.32,23.06,7.97,10.42,76.5,3.54,4.47,79.1,0.74,0.93,79.2,0.08,1.13,0.89,0.39,0.0,17.77,0.12,0.0,0.04,0.12,0.12,0.04,0.0,0.0,0.0,0.0,0.08,0.39,2.99,1.98,0.0,0.23,0.54,0.23,0.0,0.35,0.19,0.0,0.0,0.12,0.04,0.0,0.62,0.31,0.12,0.27,0.23,0.19,0.54,35.7,0.35,0.35,0.08,0.16,0.78,1.36,0.04,31.35,1.48,2.1,13.22,16.41,8.44,31.31,1.63,0.7,42.9,0.86,52.4,21.62,118.59,34.58,0.7,0.74,3.27,1.28,24.7,0.0,1.05,1.21,0.54,0.12,0.0,0.0,1.94,4.01,2.33,63.2,1635,25.0,76.80004189922244,76.80004189922244
Andi Zeqiri,1999-06-22,BelgianPro,Standard Liège,Left,Switzerland,Forwards,1765,0.46,0.1,0.56,0.2,0.26,0.26,0.0,0.0,0.53,0.33,0.14,0.47,1.38,2.4,5.3,3.06,0.82,26.7,0.07,0.25,16.7,0.05,0.11,-0.07,-0.12,11.73,16.78,69.9,201.98,47.37,5.2,7.14,72.9,4.9,6.32,77.4,1.12,1.43,78.6,0.08,0.76,1.58,0.41,0.05,14.89,1.68,0.0,0.2,0.15,0.31,0.05,0.0,0.0,0.0,0.0,0.2,1.02,2.24,1.33,0.0,0.36,0.46,0.1,0.0,0.2,0.1,0.0,0.05,0.05,0.0,0.0,0.66,0.31,0.15,0.36,0.15,0.2,0.56,36.4,0.36,0.36,0.1,0.15,0.82,0.87,0.0,28.5,0.92,1.89,14.74,12.29,4.69,28.25,1.58,0.51,32.3,0.97,61.3,17.03,99.64,37.89,1.07,0.66,2.7,1.68,18.15,0.0,1.73,0.66,1.07,0.0,0.0,0.0,2.75,2.35,3.21,42.2,1434,26.0,70.39487507882554,70.39487507882554
Gustaf Nilsson,1997-05-23,BelgianPro,Club Brugge,Right,Sweden,Forwards,1551,0.52,0.29,0.81,0.41,0.12,0.12,0.12,0.0,0.68,0.59,0.13,0.72,1.04,1.39,6.03,3.95,1.57,39.7,0.1,0.26,11.1,0.0,0.15,-0.16,-0.18,10.5,17.41,60.3,143.44,37.89,6.15,9.52,64.6,2.96,4.58,64.6,0.58,0.87,66.7,0.1,0.99,0.81,0.41,0.06,17.06,0.23,0.0,0.12,0.12,0.23,0.12,0.0,0.0,0.0,0.0,0.12,1.04,2.32,1.1,0.0,0.12,0.93,0.06,0.12,0.52,0.17,0.0,0.0,0.23,0.06,0.06,0.81,0.52,0.17,0.35,0.29,0.29,0.46,62.5,0.17,0.7,0.17,0.12,0.93,0.7,0.0,30.29,0.87,2.44,12.19,16.07,8.36,30.17,1.8,0.52,29.0,1.22,67.7,20.08,111.93,34.87,0.64,0.52,2.55,0.99,21.88,0.0,1.97,1.68,0.23,0.06,0.0,0.0,2.15,3.13,2.32,57.4,1747,28.0,78.27719043019576,78.27719043019576
Tobi David,2001-07-03,BelgianPro,Union SG,Right,Canada,Forwards,1377,0.72,0.26,0.98,0.46,0.26,0.26,0.39,0.0,0.78,0.58,0.24,0.82,2.03,1.96,7.78,2.81,1.44,51.2,0.16,0.32,11.9,0.0,0.21,-0.07,-0.12,9.54,17.78,53.7,152.22,43.2,4.84,8.17,59.2,3.2,5.88,54.4,0.85,1.5,56.5,0.12,1.44,0.72,0.65,0.2,17.32,0.2,0.07,0.26,0.07,1.24,0.0,0.0,0.0,0.0,0.0,0.26,0.98,3.14,1.96,0.0,0.59,0.46,0.13,0.0,0.52,0.2,0.0,0.13,0.13,0.07,0.0,0.52,0.33,0.07,0.2,0.26,0.2,0.46,42.9,0.26,0.59,0.07,0.13,0.65,1.37,0.07,31.18,1.37,2.03,11.7,17.84,7.91,30.92,2.61,0.98,37.5,1.63,62.5,20.33,121.96,46.34,0.92,2.03,3.07,0.92,21.83,0.0,2.55,0.78,0.98,0.07,0.0,0.0,1.9,2.94,2.22,57.0,1731,24.0,78.67348560191837,79.59735772641797
Dennis Eckert,1997-01-09,BelgianPro,Standard Liège,Right,Germany,Forwards,1994,0.32,0.0,0.32,0.27,0.05,0.09,0.09,0.0,0.44,0.37,0.07,0.44,1.49,3.11,6.36,2.8,1.08,38.7,0.1,0.25,13.8,0.05,0.13,-0.13,-0.1,18.42,27.85,66.1,301.37,67.75,9.16,12.77,71.7,6.36,9.34,68.1,1.99,3.2,62.0,0.08,0.77,1.67,0.9,0.05,25.68,1.9,0.54,0.05,0.23,1.08,0.05,0.5,0.14,0.18,0.0,0.27,0.68,2.84,1.44,0.14,0.41,0.63,0.23,0.0,0.36,0.05,0.0,0.18,0.05,0.09,0.0,1.26,0.72,0.36,0.72,0.18,0.36,0.95,38.1,0.59,0.72,0.14,0.27,1.53,1.04,0.0,39.63,1.17,4.47,19.5,16.56,5.24,39.54,2.44,1.31,53.7,0.99,40.7,26.22,147.01,56.64,1.17,0.81,2.53,1.17,27.31,0.0,1.22,1.62,0.36,0.09,0.0,0.0,4.24,2.93,4.11,41.7,1434,28.0,70.10378687955797,70.10378687955797
Kasper Dolberg,1997-10-06,BelgianPro,Anderlecht,Right,Denmark,Forwards,1672,0.75,0.05,0.81,0.54,0.22,0.22,0.05,0.0,0.68,0.51,0.14,0.65,1.13,1.29,5.87,3.01,1.4,46.4,0.18,0.38,16.2,0.16,0.17,0.08,0.03,12.11,16.36,74.0,158.95,30.09,7.59,9.47,80.1,3.18,4.47,71.1,0.48,0.59,81.8,0.11,0.86,0.54,0.48,0.05,15.77,0.48,0.0,0.11,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.11,0.59,2.15,1.56,0.0,0.22,0.22,0.16,0.0,0.22,0.11,0.0,0.05,0.05,0.0,0.0,0.38,0.22,0.11,0.16,0.11,0.16,0.75,21.4,0.59,0.27,0.0,0.05,0.43,0.48,0.05,24.65,0.75,1.4,10.28,13.24,4.2,24.44,1.02,0.54,52.6,0.43,42.1,18.79,112.18,35.04,1.02,0.59,2.26,1.13,20.24,0.0,0.92,1.83,0.59,0.0,0.0,0.0,1.45,1.35,0.59,69.4,1587,28.0,74.6329671651035,74.6329671651035
Luis Vázquez,2001-01-24,BelgianPro,Anderlecht,Right,Argentina,Forwards,928,0.39,0.1,0.48,0.39,0.0,0.0,0.19,0.0,0.52,0.52,0.08,0.6,0.78,1.65,5.43,3.1,1.45,46.9,0.13,0.27,10.7,0.0,0.17,-0.14,-0.14,15.03,22.5,66.8,175.15,37.44,8.92,13.87,64.3,3.88,5.24,74.1,0.19,0.39,50.0,0.08,0.78,1.65,0.39,0.0,22.21,0.19,0.0,0.0,0.0,0.29,0.1,0.0,0.0,0.0,0.0,0.1,0.68,1.84,1.36,0.0,0.19,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.68,0.1,0.58,0.58,0.48,0.97,50.0,0.48,0.78,0.1,0.0,1.26,1.55,0.0,35.98,1.65,3.69,15.13,17.65,6.98,35.98,1.45,0.58,40.0,0.87,60.0,22.02,121.62,36.95,0.58,0.39,4.46,1.07,25.41,0.0,1.36,0.97,0.87,0.0,0.0,0.0,3.2,4.95,4.17,54.3,1587,24.0,70.79791861518977,70.79791861518977
Dante Vanzeir,1998-04-16,BelgianPro,Gent,Right,Belgium,Forwards,604,0.6,0.15,0.75,0.3,0.3,0.3,0.0,0.0,0.58,0.36,0.18,0.54,2.38,3.58,9.54,3.43,1.19,34.8,0.09,0.25,15.3,0.0,0.1,0.01,-0.06,18.48,27.72,66.7,286.39,63.77,10.13,13.11,77.3,6.56,9.83,66.7,0.89,1.49,60.0,0.19,1.19,0.89,1.34,0.15,26.08,1.34,0.0,0.45,0.15,1.94,0.0,0.0,0.0,0.0,0.0,0.3,1.94,3.58,2.68,0.0,0.3,0.45,0.15,0.0,0.6,0.45,0.0,0.0,0.15,0.0,0.0,0.6,0.45,0.0,0.3,0.3,0.45,0.6,75.0,0.15,0.45,0.0,0.0,0.6,0.0,0.0,38.29,0.0,0.89,16.69,21.31,6.71,38.0,1.64,0.45,27.3,1.04,63.6,28.16,156.46,54.24,1.04,1.34,3.13,1.19,28.91,0.0,0.15,0.89,0.45,0.0,0.0,0.0,2.53,1.34,2.24,37.5,1483,27.0,65.2653803706388,65.2653803706388
Grejohn Kyei,1995-08-12,BelgianPro,Charleroi,Right,France,Forwards,586,0.15,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.34,0.34,0.12,0.45,0.92,1.84,7.68,1.84,0.77,41.7,0.08,0.2,12.8,0.0,0.18,-0.18,-0.18,13.36,21.19,63.0,203.04,52.37,6.6,9.52,69.4,5.38,7.99,67.3,0.77,1.69,45.5,0.12,1.23,2.15,0.15,0.0,20.89,0.31,0.0,0.15,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.61,1.54,0.0,0.15,0.46,0.15,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.31,0.15,0.46,0.15,0.61,0.92,66.7,0.31,0.31,0.15,0.0,0.77,1.54,0.0,31.33,1.69,3.23,16.13,12.44,3.84,31.33,1.84,1.08,58.3,0.61,33.3,22.42,123.33,33.63,0.77,0.61,3.07,1.84,24.27,0.0,2.3,0.61,0.61,0.0,0.0,0.0,3.07,2.76,2.76,50.0,1526,30.0,61.042681293715376,61.042681293715376
Lion Lauberbach,1998-02-15,BelgianPro,Mechelen,Left,Germany,Forwards,1379,0.2,0.13,0.33,0.2,0.0,0.0,0.26,0.0,0.43,0.43,0.15,0.58,1.96,1.7,6.53,2.61,0.78,30.0,0.08,0.25,11.7,0.0,0.17,-0.24,-0.24,14.88,21.34,69.7,233.78,37.66,8.16,10.51,77.6,4.44,6.79,65.4,1.57,1.96,80.0,0.07,1.17,1.63,0.39,0.2,19.97,1.37,0.07,0.0,0.13,1.11,0.13,0.0,0.0,0.0,0.0,0.0,0.91,2.61,1.89,0.0,0.33,0.26,0.13,0.0,0.2,0.07,0.0,0.0,0.07,0.07,0.0,0.52,0.33,0.13,0.33,0.07,0.13,0.46,28.6,0.33,0.46,0.0,0.07,0.59,0.98,0.0,31.2,1.04,2.55,16.38,12.79,5.09,31.2,1.63,0.78,48.0,0.78,48.0,22.91,147.24,52.15,0.72,1.17,3.07,2.22,23.76,0.0,1.37,1.17,0.59,0.13,0.0,0.0,2.35,2.15,3.33,39.3,1485,27.0,70.1215260655287,70.1215260655287
Benito Raman,1994-11-07,BelgianPro,Mechelen,Right,Belgium,Forwards,1139,1.03,0.0,1.03,1.03,0.0,0.0,0.24,0.0,0.8,0.8,0.1,0.9,1.58,1.9,6.16,3.48,2.61,75.0,0.3,0.39,12.8,0.0,0.24,0.23,0.23,11.93,18.25,65.4,195.25,44.17,4.98,7.35,67.7,4.98,7.19,69.2,0.95,1.26,75.0,0.17,0.55,0.95,1.03,0.4,16.59,1.42,0.08,0.0,0.24,1.42,0.0,0.0,0.0,0.0,0.0,0.24,1.11,2.21,1.26,0.0,0.4,0.47,0.0,0.08,0.16,0.0,0.0,0.08,0.08,0.0,0.0,1.11,0.55,0.47,0.16,0.47,0.16,1.42,11.1,1.26,0.32,0.0,0.08,1.19,0.24,0.0,28.05,0.24,1.82,11.06,15.65,5.77,28.05,2.05,1.03,50.0,0.87,42.3,19.04,121.37,40.3,0.79,0.95,2.69,1.11,18.33,0.0,1.19,1.26,1.42,0.0,0.0,0.0,3.0,0.4,1.82,17.9,1485,31.0,75.1295763723692,75.1295763723692
Mathieu Maertens,1995-03-27,BelgianPro,OH Leuven,Right,Belgium,Forwards,774,0.12,0.12,0.23,0.12,0.0,0.0,0.12,0.0,0.16,0.16,0.1,0.27,0.7,2.21,4.77,2.79,1.28,45.8,0.04,0.09,20.3,0.0,0.06,-0.05,-0.05,13.37,20.0,66.9,222.79,61.05,5.23,7.44,70.3,5.7,8.02,71.0,1.28,2.44,52.4,0.09,1.51,1.51,0.47,0.0,18.49,1.28,0.0,0.35,0.23,1.16,0.35,0.0,0.0,0.0,0.0,0.23,0.58,2.21,1.86,0.0,0.12,0.23,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.7,0.58,0.23,0.23,0.23,0.12,0.81,14.3,0.7,1.16,0.12,0.58,1.28,0.7,0.0,31.28,0.7,3.6,15.58,12.56,4.07,31.28,1.74,0.81,46.7,0.81,46.7,19.65,109.53,33.26,0.47,0.23,2.44,1.16,18.95,0.0,1.51,1.98,1.05,0.0,0.0,0.0,2.67,1.74,1.63,51.7,1432,30.0,65.99604564124334,65.99604564124334
Bruny Nsimba,2000-04-05,BelgianPro,Dender,Right,Belgium,Forwards,1933,0.28,0.09,0.37,0.19,0.09,0.09,0.28,0.05,0.32,0.25,0.1,0.34,2.1,2.65,7.08,2.1,0.51,24.4,0.09,0.36,16.8,0.0,0.12,-0.04,-0.06,13.18,22.07,59.7,192.57,55.64,7.03,10.99,64.0,4.47,7.22,61.9,0.7,1.4,50.0,0.11,0.98,1.3,0.88,0.14,21.32,0.65,0.09,0.23,0.14,1.21,0.09,0.0,0.0,0.0,0.0,0.09,1.26,2.56,1.54,0.0,0.47,0.37,0.14,0.05,0.23,0.09,0.0,0.09,0.05,0.0,0.0,1.07,0.65,0.28,0.47,0.33,0.28,0.75,37.5,0.47,0.28,0.0,0.09,1.16,0.75,0.05,33.94,0.65,2.84,15.04,16.76,4.7,33.85,2.47,1.16,47.2,1.21,49.1,23.7,176.37,63.55,1.82,1.35,3.54,1.77,25.19,0.0,1.21,0.98,0.7,0.0,0.0,0.0,3.31,2.47,2.56,49.1,1402,25.0,68.34151499568787,68.34151499568787
Aurélien Scheidler,1998-06-04,BelgianPro,Dender,Right,France,Forwards,1492,0.36,0.12,0.48,0.36,0.0,0.0,0.18,0.06,0.37,0.37,0.11,0.48,0.84,2.17,4.83,2.47,0.78,31.7,0.15,0.46,12.1,0.0,0.15,-0.01,-0.01,16.83,26.3,64.0,219.03,57.06,10.07,14.54,69.3,3.98,7.0,56.9,0.97,1.63,59.3,0.08,0.84,1.57,0.42,0.0,26.0,0.18,0.0,0.06,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.12,0.78,1.81,1.09,0.0,0.24,0.48,0.0,0.0,0.12,0.06,0.0,0.06,0.0,0.0,0.0,0.66,0.42,0.24,0.36,0.06,0.24,0.54,44.4,0.3,0.48,0.0,0.12,0.78,1.03,0.0,36.8,1.21,4.34,18.88,14.18,5.01,36.8,1.57,0.78,50.0,0.72,46.2,24.25,137.53,48.26,0.78,0.36,2.65,1.21,28.11,0.0,1.39,1.99,0.3,0.0,0.0,0.0,3.08,6.21,5.79,51.8,1402,27.0,69.626422479267,69.626422479267
Felipe Augusto,2004-02-18,BelgianPro,Cercle Brugge,Left,Brazil,Forwards,1386,0.13,0.13,0.26,0.13,0.0,0.06,0.06,0.0,0.46,0.41,0.1,0.51,1.36,1.1,6.43,2.86,1.04,36.4,0.05,0.13,13.9,0.0,0.14,-0.33,-0.28,8.64,15.0,57.6,120.39,25.78,4.94,8.12,60.8,2.92,4.87,60.0,0.26,0.52,50.0,0.09,0.71,0.71,0.39,0.06,14.74,0.26,0.0,0.06,0.0,0.84,0.13,0.0,0.0,0.0,0.0,0.0,0.65,1.88,0.78,0.0,0.19,0.65,0.26,0.0,0.13,0.06,0.0,0.0,0.06,0.0,0.0,0.65,0.58,0.19,0.26,0.19,0.19,0.45,42.9,0.26,1.23,0.26,0.26,0.91,0.84,0.0,27.6,1.1,2.4,9.74,15.91,4.68,27.53,2.34,0.78,33.3,1.3,55.6,16.69,106.36,27.66,1.04,0.78,2.4,1.49,18.77,0.0,1.88,1.36,0.91,0.0,0.0,0.0,1.69,3.05,5.97,33.8,1452,21.0,69.42806475024994,71.5977793338589
Kévin Denkey,2000-11-30,BelgianPro,FC Cincinnati,Right,Togo,Forwards,1311,0.69,0.07,0.76,0.62,0.07,0.07,0.21,0.0,0.57,0.51,0.15,0.67,1.17,1.99,8.92,3.36,1.44,42.9,0.18,0.43,13.2,0.21,0.15,0.12,0.1,14.0,22.04,63.6,205.81,43.66,7.96,12.01,66.3,4.6,6.32,72.8,0.69,1.1,62.5,0.1,1.1,1.24,0.48,0.0,21.21,0.62,0.07,0.14,0.14,0.34,0.0,0.0,0.0,0.0,0.0,0.21,1.51,2.27,1.72,0.0,0.21,0.34,0.0,0.0,0.14,0.07,0.0,0.0,0.07,0.0,0.0,0.41,0.34,0.07,0.21,0.14,0.21,0.21,100.0,0.0,0.48,0.0,0.0,0.41,0.21,0.0,34.39,0.41,1.03,12.84,21.28,6.45,34.32,2.2,0.96,43.8,1.03,46.9,24.3,137.37,38.99,1.03,0.69,3.57,2.68,26.5,0.0,1.72,1.03,0.76,0.0,0.0,0.0,3.71,3.78,6.32,37.4,1410,25.0,71.51789269816597,71.51789269816597
Andrés Ferrari,2003-01-03,BelgianPro,Sint-Truiden,Right,Uruguay,Forwards,824,0.55,0.11,0.66,0.55,0.0,0.0,0.11,0.0,0.34,0.34,0.03,0.37,1.86,1.75,5.24,3.28,1.53,46.7,0.17,0.36,15.7,0.0,0.1,0.21,0.21,11.03,14.53,75.9,166.78,35.06,5.79,6.77,85.5,3.39,4.48,75.6,0.87,0.87,100.0,0.04,0.66,1.53,0.22,0.0,13.98,0.44,0.0,0.22,0.11,0.22,0.22,0.0,0.0,0.0,0.0,0.11,0.87,2.4,1.09,0.0,0.44,0.33,0.44,0.11,0.44,0.11,0.0,0.22,0.0,0.11,0.0,1.53,0.98,0.55,0.55,0.44,0.66,1.31,50.0,0.66,0.87,0.0,0.22,1.75,0.66,0.0,30.47,0.44,2.4,13.87,14.96,5.57,30.47,4.04,1.86,45.9,1.86,45.9,20.75,140.46,52.1,1.2,0.98,4.48,1.97,19.99,0.0,1.75,1.64,0.66,0.11,0.0,0.0,2.73,1.86,3.6,34.0,1446,22.0,67.38848391187692,68.16205175666093
Didier Lamkel Zé,1996-09-17,BelgianPro,Sint-Truiden,Right,Cameroon,Forwards,641,0.56,0.0,0.56,0.42,0.14,0.28,0.56,0.0,0.6,0.37,0.06,0.42,1.68,2.81,8.99,2.39,0.98,41.2,0.18,0.43,13.6,0.0,0.16,-0.04,0.06,19.8,32.43,61.0,304.68,55.6,10.39,16.71,62.2,6.32,9.13,69.2,1.68,2.67,63.2,0.06,0.98,1.83,0.56,0.14,32.15,0.28,0.0,0.0,0.14,1.26,0.0,0.0,0.0,0.0,0.0,0.0,2.39,2.67,2.11,0.0,0.14,0.28,0.14,0.0,0.56,0.0,0.0,0.14,0.28,0.14,0.0,0.56,0.28,0.14,0.14,0.28,0.42,0.42,100.0,0.0,0.42,0.0,0.0,0.56,0.84,0.0,43.81,0.84,3.65,22.18,18.53,5.2,43.53,1.68,0.7,41.7,0.84,50.0,32.57,194.18,57.85,1.12,1.26,3.09,2.11,35.8,0.0,0.56,2.95,0.84,0.14,0.0,0.0,2.53,4.21,5.05,45.5,1446,29.0,63.24878018528807,63.24878018528807
Thierry Ambrose,1997-03-28,BelgianPro,Kortrijk,Right,Guadeloupe,Forwards,1717,0.31,0.1,0.42,0.26,0.05,0.05,0.26,0.0,0.34,0.3,0.15,0.45,2.83,3.72,7.34,2.52,0.89,35.4,0.1,0.29,15.2,0.0,0.12,-0.03,-0.04,17.4,25.84,67.3,285.83,78.68,8.28,11.48,72.1,6.24,9.17,68.0,1.73,2.46,70.2,0.16,1.21,2.67,1.0,0.16,25.21,0.52,0.05,0.1,0.26,1.1,0.0,0.0,0.0,0.0,0.0,0.1,1.15,3.2,2.31,0.05,0.42,0.31,0.1,0.0,0.26,0.21,0.0,0.05,0.0,0.0,0.0,0.79,0.37,0.16,0.52,0.1,0.16,0.89,17.6,0.73,0.79,0.1,0.1,0.89,0.89,0.0,40.15,0.94,2.73,17.87,20.18,5.35,40.1,5.08,2.36,46.4,2.62,51.5,27.41,202.22,78.0,1.42,1.31,2.73,2.25,30.03,0.0,0.63,1.05,0.63,0.0,0.0,0.0,2.46,3.56,3.98,47.2,1391,28.0,69.94546329578125,69.94546329578125
Charly Keita,1999-06-16,BelgianPro,Diyarbak,Right,France,Forwards,929,0.1,0.1,0.19,0.1,0.0,0.0,0.19,0.0,0.36,0.36,0.04,0.4,1.45,1.16,4.26,2.13,0.58,27.3,0.05,0.17,13.1,0.0,0.17,-0.26,-0.26,11.53,17.44,66.1,146.67,25.87,6.49,9.4,69.1,3.49,5.52,63.2,0.19,0.29,66.7,0.04,0.58,0.97,0.0,0.0,16.47,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.65,1.07,0.0,0.19,0.1,0.29,0.0,0.19,0.1,0.0,0.1,0.0,0.0,0.0,0.68,0.39,0.1,0.48,0.1,0.29,0.58,50.0,0.29,1.65,0.39,0.19,0.87,1.84,0.0,29.45,2.33,3.2,14.63,12.11,4.07,29.45,0.78,0.39,50.0,0.39,50.0,15.69,97.46,31.68,0.78,0.58,3.2,1.65,19.76,0.0,1.45,1.94,0.39,0.0,0.0,0.0,1.55,5.52,4.46,55.3,1603,26.0,68.8674109234815,68.8674109234815
